segment name,category,comments
Stirista > Consumer > Donations > Health Cause Donor High Income,2,"May not be used to establish creditworthiness or eligibility for credit, insurance, employment or credit repair services"
Stirista > Consumer > Donations > Health Cause Donor Middle Income,2,"May not be used to establish creditworthiness or eligibility for credit, insurance, employment or credit repair services"
Stirista > Consumer > Travel > High Income Jetsetters,2,"May not be used to establish creditworthiness or eligibility for credit, insurance, employment or credit repair services"
Stirista > Consumer > Dontaions > International Aid Donor High Income,2,"May not be used to establish creditworthiness or eligibility for credit, insurance, employment or credit repair services"
Stirista > Consumer > Dontaions > International Aid Donor Middle Income,2,"May not be used to establish creditworthiness or eligibility for credit, insurance, employment or credit repair services"
Stirista > Consumer > Travel > Low Income Jetsetters,2,"May not be used to establish creditworthiness or eligibility for credit, insurance, employment or credit repair services"
Stirista > Consumer > Travel > Medium Income Jetsetters,2,"May not be used to establish creditworthiness or eligibility for credit, insurance, employment or credit repair services"
Stirista > Consumer > Home Owner > Million Dollar Homeowners,2,"May not be used to establish creditworthiness or eligibility for credit, insurance, employment or credit repair services"
Stirista > Consumer > Donations > High Income Political Donor,2,"May not be used to establish creditworthiness or eligibility for credit, insurance, employment or credit repair services"
Stirista > Consumer > Donations > Middle Income Political Donor,2,"May not be used to establish creditworthiness or eligibility for credit, insurance, employment or credit repair services"
Stirista > Consumer > Donations > Religious Cause Donor High Income,2,"May not be used to establish creditworthiness or eligibility for credit, insurance, employment or credit repair services"
Stirista > Consumer > Donations > Religious Cause Donor Middle Income,2,"May not be used to establish creditworthiness or eligibility for credit, insurance, employment or credit repair services"
Stirista > Consumer > Donations > Veteran's Cause Donor High Income,2,"May not be used to establish creditworthiness or eligibility for credit, insurance, employment or credit repair services"
Stirista > Consumer > Donations > Veteran's Cause Donor Middle Income,2,"May not be used to establish creditworthiness or eligibility for credit, insurance, employment or credit repair services"
Stirista > Consumer > White-Collar Working Class > High Income,2,"May not be used to establish creditworthiness or eligibility for credit, insurance, employment or credit repair services"
Stirista > Consumer > White-Collar Working Class > Low Income,2,"May not be used to establish creditworthiness or eligibility for credit, insurance, employment or credit repair services"
Stirista > Consumer > White-Collar Working Class > Middle Income,2,"May not be used to establish creditworthiness or eligibility for credit, insurance, employment or credit repair services"
Stirista > Consumer > Interests > Wine Enthusiasts,3,May not use without advertiser-specific authorization from LiveRamp/Acxiom by contacting datastore@liveramp.com
Stirista > Consumer > Young Professionals > High Income,2,"May not be used to establish creditworthiness or eligibility for credit, insurance, employment or credit repair services"
Stirista > Consumer > Young Professionals > Low Income,2,"May not be used to establish creditworthiness or eligibility for credit, insurance, employment or credit repair services"
Stirista > Consumer > Young Professionals > Middle Income,2,"May not be used to establish creditworthiness or eligibility for credit, insurance, employment or credit repair services"
Cuebiq > Mobile Audience > Entertainment > Casinos and Betting Shops Visitors,2,Use restrictions applied by acxiom - Legacy Data
Cuebiq > Mobile Audience > Entertainment > Casinos and Betting Shops Visitors > Atlantic City Casinos,2,Use restrictions applied by acxiom - Legacy Data
Cuebiq > Mobile Audience > Entertainment > Casinos and Betting Shops Visitors > Horse Racetracks,2,Use restrictions applied by acxiom - Legacy Data
Cuebiq > Mobile Audience > Entertainment > Casinos and Betting Shops Visitors > Las Vegas Casinos,2,Use restrictions applied by acxiom - Legacy Data
Cuebiq > Mobile Audience > Lifestyle > Wine Lovers,2,Use restrictions applied by acxiom - Legacy Data
Connexity > CNX Life Stage > Expecting Baby,3,Use restrictions applied by acxiom - Legacy Data
Twine Data > Interest & Purchase History > Family > Pregnancy Products > Interest,3,Use restrictions applied by acxiom - Legacy Data
Twine Data > Interest & Purchase History > Style > Maternity > Interest,3,Use restrictions applied by acxiom - Legacy Data
Twine Data > App Install > App Category > Games > Casino > Installed,3,Use restrictions applied by acxiom - Legacy Data
Twine Data > App Install > App Category > Games > Casino > Active User,3,Use restrictions applied by acxiom - Legacy Data
Twine Data > App Install > App Category > Games > Casino > In App Purchaser,3,Use restrictions applied by acxiom - Legacy Data
DLX > DLX CPG > Alcohol Beverage Buyers > Beer,3,Use restrictions applied by acxiom - Legacy Data
DLX > DLX CPG > Alcohol Beverage Buyers > Spirits,3,Use restrictions applied by acxiom - Legacy Data
DLX > DLX CPG > Alcohol Beverage Buyers > Wine,3,Use restrictions applied by acxiom - Legacy Data
NetWise Data > Consumers that do not have positive discretionary income,2,Use Restriction Applied by Acxiom - Financial or Political Data
NetWise Data > Consumers that have between 0 and $15K in discretionary income,2,Use Restriction Applied by Acxiom - Financial or Political Data
NetWise Data > Consumers that have between $15K and 30K in discretionary income,2,Use Restriction Applied by Acxiom - Financial or Political Data
NetWise Data > Consumers that have between $30K and 50K in discretionary income,2,Use Restriction Applied by Acxiom - Financial or Political Data
NetWise Data > Consumers that have between $50K and 75K in discretionary income,2,Use Restriction Applied by Acxiom - Financial or Political Data
NetWise Data > Consumers that have between $75K and 100K in discretionary income,2,Use Restriction Applied by Acxiom - Financial or Political Data
NetWise Data > Consumers that have over $100K in discretionary income,2,Use Restriction Applied by Acxiom - Financial or Political Data
NetWise Data > Household incomes less than $25K,2,Use Restriction Applied by Acxiom - Financial or Political Data
NetWise Data > Household incomes between $25K and $40K,2,Use Restriction Applied by Acxiom - Financial or Political Data
NetWise Data > Household incomes between $40K and $50K,2,Use Restriction Applied by Acxiom - Financial or Political Data
NetWise Data > Household incomes between $50K and $75K,2,Use Restriction Applied by Acxiom - Financial or Political Data
NetWise Data > Household incomes between $75K and $100K,2,Use Restriction Applied by Acxiom - Financial or Political Data
NetWise Data > Household incomes between $100K and $125K,2,Use Restriction Applied by Acxiom - Financial or Political Data
NetWise Data > Household incomes between $125K and $150K,2,Use Restriction Applied by Acxiom - Financial or Political Data
NetWise Data > Household incomes between $150K and $200K,2,Use Restriction Applied by Acxiom - Financial or Political Data
NetWise Data > Household incomes between $200K and $250K,2,Use Restriction Applied by Acxiom - Financial or Political Data
NetWise Data > Household incomes greater than $250K,2,Use Restriction Applied by Acxiom - Financial or Political Data
NetWise Data > Richest 10% of the Nation,2,Use Restriction Applied by Acxiom - Financial or Political Data
NetWise Data > Richest 20% of the Nation,2,Use Restriction Applied by Acxiom - Financial or Political Data
NetWise Data > Poorest 20% of the Nation,2,Use Restriction Applied by Acxiom - Financial or Political Data
NetWise Data > Poorest 10% of the Nation,2,Use Restriction Applied by Acxiom - Financial or Political Data
NetWise Data > Consumers that are experiencing an income increase between 5 and 10%,2,Use Restriction Applied by Acxiom - Financial or Political Data
NetWise Data > Consumers that are experiencing an income increase between 10 and 20%,2,Use Restriction Applied by Acxiom - Financial or Political Data
NetWise Data > Consumers that are experiencing an income increase greater than 20%,2,Use Restriction Applied by Acxiom - Financial or Political Data
NetWise Data > Consumers that are experiencing an income decrease between 5 and 10%,2,Use Restriction Applied by Acxiom - Financial or Political Data
NetWise Data > Consumers that are experiencing an income decrease between 10 and 20%,2,Use Restriction Applied by Acxiom - Financial or Political Data
NetWise Data > Consumers that are experiencing an income decrease greater than 20%,2,Use Restriction Applied by Acxiom - Financial or Political Data
NetWise Data > Family household with sufficient income for vacationing,2,Use Restriction Applied by Acxiom - Financial or Political Data
Epsilon > Charitable Donors > High Dollar Non-Religious Donors > Highly Likely,2,"May not be used to establish creditworthiness or eligibility for credit, insurance, employment or credit repair services"
Epsilon > Charitable Donors > High Dollar Non-Religious Donors > Likely,2,"May not be used to establish creditworthiness or eligibility for credit, insurance, employment or credit repair services"
Epsilon > Charitable Donors > High Dollar Non-Religious Donors > Unlikely,2,"May not be used to establish creditworthiness or eligibility for credit, insurance, employment or credit repair services"
Epsilon > Charitable Donors > High Dollar Religious Donors > Highly Likely,2,"May not be used to establish creditworthiness or eligibility for credit, insurance, employment or credit repair services"
Epsilon > Charitable Donors > High Dollar Religious Donors > Likely,2,"May not be used to establish creditworthiness or eligibility for credit, insurance, employment or credit repair services"
Epsilon > Charitable Donors > High Dollar Religious Donors > Unlikely,2,"May not be used to establish creditworthiness or eligibility for credit, insurance, employment or credit repair services"
"Epsilon > Demographics > Household Income (HHI) > $ 0 - $ 14,999",2,Use Restriction Applied by Acxiom - Financial or Political Data
"Epsilon > Demographics > Household Income (HHI) > $15,000 - $19,999",2,Use Restriction Applied by Acxiom - Financial or Political Data
"Epsilon > Demographics > Household Income (HHI) > $20,000 - $29,999",2,Use Restriction Applied by Acxiom - Financial or Political Data
"Epsilon > Demographics > Household Income (HHI) > $30,000 - $39,999",2,Use Restriction Applied by Acxiom - Financial or Political Data
"Epsilon > Demographics > Household Income (HHI) > $40,000 - $49,999",2,Use Restriction Applied by Acxiom - Financial or Political Data
"Epsilon > Demographics > Household Income (HHI) > $50,000 - $74,999",2,Use Restriction Applied by Acxiom - Financial or Political Data
"Epsilon > Demographics > Household Income (HHI) > $75,000 - $99,999",2,Use Restriction Applied by Acxiom - Financial or Political Data
"Epsilon > Demographics > Household Income (HHI) > $100,000 - $124,999",2,Use Restriction Applied by Acxiom - Financial or Political Data
"Epsilon > Demographics > Household Income (HHI) > $125,000 - $149,999",2,Use Restriction Applied by Acxiom - Financial or Political Data
"Epsilon > Demographics > Household Income (HHI) > $150,000 - $174,999",2,Use Restriction Applied by Acxiom - Financial or Political Data
"Epsilon > Demographics > Household Income (HHI) > $175,000 - $199,999",2,Use Restriction Applied by Acxiom - Financial or Political Data
"Epsilon > Demographics > Household Income (HHI) > $200,000 - $249,999",2,Use Restriction Applied by Acxiom - Financial or Political Data
"Epsilon > Demographics > Household Income (HHI) > $250,000 or more",2,Use Restriction Applied by Acxiom - Financial or Political Data
"Epsilon > Demographics > Household Income (HHI) - Narrow Band > Less than $14,999",2,Use Restriction Applied by Acxiom - Financial or Political Data
"Epsilon > Demographics > Household Income (HHI) - Narrow Band > $15,000 - $19,999",2,Use Restriction Applied by Acxiom - Financial or Political Data
"Epsilon > Demographics > Household Income (HHI) - Narrow Band > $20,000 - $24,999",2,Use Restriction Applied by Acxiom - Financial or Political Data
"Epsilon > Demographics > Household Income (HHI) - Narrow Band > $25,000 - $29,999",2,Use Restriction Applied by Acxiom - Financial or Political Data
"Epsilon > Demographics > Household Income (HHI) - Narrow Band > $30,000 - $34,999",2,Use Restriction Applied by Acxiom - Financial or Political Data
"Epsilon > Demographics > Household Income (HHI) - Narrow Band > $35,000 - $39,999",2,Use Restriction Applied by Acxiom - Financial or Political Data
"Epsilon > Demographics > Household Income (HHI) - Narrow Band > $40,000 - $44,999",2,Use Restriction Applied by Acxiom - Financial or Political Data
"Epsilon > Demographics > Household Income (HHI) - Narrow Band > $45,000 - $49,999",2,Use Restriction Applied by Acxiom - Financial or Political Data
"Epsilon > Demographics > Household Income (HHI) - Narrow Band > $50,000 - $54,999",2,Use Restriction Applied by Acxiom - Financial or Political Data
"Epsilon > Demographics > Household Income (HHI) - Narrow Band > $55,000 - $59,999",2,Use Restriction Applied by Acxiom - Financial or Political Data
"Epsilon > Demographics > Household Income (HHI) - Narrow Band > $60,000 - $64,999",2,Use Restriction Applied by Acxiom - Financial or Political Data
"Epsilon > Demographics > Household Income (HHI) - Narrow Band > $65,000 - $69,999",2,Use Restriction Applied by Acxiom - Financial or Political Data
"Epsilon > Demographics > Household Income (HHI) - Narrow Band > $70,000 - $74,999",2,Use Restriction Applied by Acxiom - Financial or Political Data
"Epsilon > Demographics > Household Income (HHI) - Narrow Band > $75,000 - $79,999",2,Use Restriction Applied by Acxiom - Financial or Political Data
"Epsilon > Demographics > Household Income (HHI) - Narrow Band > $80,000 - $84,999",2,Use Restriction Applied by Acxiom - Financial or Political Data
"Epsilon > Demographics > Household Income (HHI) - Narrow Band > $85,000 - $89,999",2,Use Restriction Applied by Acxiom - Financial or Political Data
"Epsilon > Demographics > Household Income (HHI) - Narrow Band > $90,000 - $94,999",2,Use Restriction Applied by Acxiom - Financial or Political Data
"Epsilon > Demographics > Household Income (HHI) - Narrow Band > $95,000 - $99,999",2,Use Restriction Applied by Acxiom - Financial or Political Data
"Epsilon > Demographics > Household Income (HHI) - Narrow Band > $100,000 - $104,999",2,Use Restriction Applied by Acxiom - Financial or Political Data
"Epsilon > Demographics > Household Income (HHI) - Narrow Band > $105,000 - $109,999",2,Use Restriction Applied by Acxiom - Financial or Political Data
"Epsilon > Demographics > Household Income (HHI) - Narrow Band > $110,000 - $114,999",2,Use Restriction Applied by Acxiom - Financial or Political Data
"Epsilon > Demographics > Household Income (HHI) - Narrow Band > $115,000 - $119,999",2,Use Restriction Applied by Acxiom - Financial or Political Data
"Epsilon > Demographics > Household Income (HHI) - Narrow Band > $120,000 - $124,999",2,Use Restriction Applied by Acxiom - Financial or Political Data
"Epsilon > Demographics > Household Income (HHI) - Narrow Band > $125,000 - $129,999",2,Use Restriction Applied by Acxiom - Financial or Political Data
"Epsilon > Demographics > Household Income (HHI) - Narrow Band > $130,000 - $134,999",2,Use Restriction Applied by Acxiom - Financial or Political Data
"Epsilon > Demographics > Household Income (HHI) - Narrow Band > $135,000 - $139,999",2,Use Restriction Applied by Acxiom - Financial or Political Data
"Epsilon > Demographics > Household Income (HHI) - Narrow Band > $140,000 - $144,999",2,Use Restriction Applied by Acxiom - Financial or Political Data
"Epsilon > Demographics > Household Income (HHI) - Narrow Band > $145,000 - $149,999",2,Use Restriction Applied by Acxiom - Financial or Political Data
"Epsilon > Demographics > Household Income (HHI) - Narrow Band > $150,000 - $159,999",2,Use Restriction Applied by Acxiom - Financial or Political Data
"Epsilon > Demographics > Household Income (HHI) - Narrow Band > $160,000 - $169,999",2,Use Restriction Applied by Acxiom - Financial or Political Data
"Epsilon > Demographics > Household Income (HHI) - Narrow Band > $170,000 - $179,999",2,Use Restriction Applied by Acxiom - Financial or Political Data
"Epsilon > Demographics > Household Income (HHI) - Narrow Band > $180,000 - $189,999",2,Use Restriction Applied by Acxiom - Financial or Political Data
"Epsilon > Demographics > Household Income (HHI) - Narrow Band > $190,000 - $199,999",2,Use Restriction Applied by Acxiom - Financial or Political Data
"Epsilon > Demographics > Household Income (HHI) - Narrow Band > $200,000 - $224,999",2,Use Restriction Applied by Acxiom - Financial or Political Data
"Epsilon > Demographics > Household Income (HHI) - Narrow Band > $225,000 - $249,999",2,Use Restriction Applied by Acxiom - Financial or Political Data
"Epsilon > Demographics > Household Income (HHI) - Narrow Band > $250,000 or more",2,Use Restriction Applied by Acxiom - Financial or Political Data
Epsilon > Epsilon Niches > Already Affluent,2,"May not be used to establish creditworthiness or eligibility for credit, insurance, employment or credit repair services"
Epsilon > Epsilon Niches > Big Spender Parents,2,"May not be used to establish creditworthiness or eligibility for credit, insurance, employment or credit repair services"
Epsilon > Epsilon Niches > Chic Society,2,"May not be used to establish creditworthiness or eligibility for credit, insurance, employment or credit repair services"
Epsilon > Epsilon Niches > Doing Well and Donating,2,"May not be used to establish creditworthiness or eligibility for credit, insurance, employment or credit repair services"
Epsilon > Epsilon Niches > Easy Street,2,"May not be used to establish creditworthiness or eligibility for credit, insurance, employment or credit repair services"
Epsilon > Epsilon Niches > Feathering-The-Nest,2,"May not be used to establish creditworthiness or eligibility for credit, insurance, employment or credit repair services"
Epsilon > Epsilon Niches > Go-Go Families,2,"May not be used to establish creditworthiness or eligibility for credit, insurance, employment or credit repair services"
Epsilon > Epsilon Niches > Home Hoppers,2,"May not be used to establish creditworthiness or eligibility for credit, insurance, employment or credit repair services"
Epsilon > Epsilon Niches > Ira Spenders,2,"May not be used to establish creditworthiness or eligibility for credit, insurance, employment or credit repair services"
Epsilon > Epsilon Niches > Just Sailing Along,2,"May not be used to establish creditworthiness or eligibility for credit, insurance, employment or credit repair services"
Epsilon > Epsilon Niches > Kiddie Kastles,2,"May not be used to establish creditworthiness or eligibility for credit, insurance, employment or credit repair services"
Epsilon > Epsilon Niches > Loose Change,2,"May not be used to establish creditworthiness or eligibility for credit, insurance, employment or credit repair services"
Epsilon > Epsilon Niches > Mid-Life Munchkins,2,"May not be used to establish creditworthiness or eligibility for credit, insurance, employment or credit repair services"
Epsilon > Epsilon Niches > Nice & Easy Living,2,"May not be used to establish creditworthiness or eligibility for credit, insurance, employment or credit repair services"
Epsilon > Epsilon Niches > Oodles Of Offspring,2,"May not be used to establish creditworthiness or eligibility for credit, insurance, employment or credit repair services"
"Epsilon > Epsilon Niches > Parks, Parts & Playgrounds",2,"May not be used to establish creditworthiness or eligibility for credit, insurance, employment or credit repair services"
Epsilon > Epsilon Niches > Quiet Homebodies,2,"May not be used to establish creditworthiness or eligibility for credit, insurance, employment or credit repair services"
Epsilon > Epsilon Niches > Resourceful Realists,2,"May not be used to establish creditworthiness or eligibility for credit, insurance, employment or credit repair services"
Epsilon > Epsilon Niches > Still Going Strong,2,"May not be used to establish creditworthiness or eligibility for credit, insurance, employment or credit repair services"
Epsilon > Epsilon Niches > Tireless and On the Move,2,"May not be used to establish creditworthiness or eligibility for credit, insurance, employment or credit repair services"
Epsilon > Epsilon Niches > Undaunted Do-It-Yourselfers,2,"May not be used to establish creditworthiness or eligibility for credit, insurance, employment or credit repair services"
Epsilon > Epsilon Niches > Value-Focused,2,"May not be used to establish creditworthiness or eligibility for credit, insurance, employment or credit repair services"
Epsilon > Epsilon Niches > Working Hard,2,"May not be used to establish creditworthiness or eligibility for credit, insurance, employment or credit repair services"
Epsilon > Epsilon Niches > X-Tra Time On Their Hands,2,"May not be used to establish creditworthiness or eligibility for credit, insurance, employment or credit repair services"
Epsilon > Epsilon Niches > Young-At-Heart,2,"May not be used to establish creditworthiness or eligibility for credit, insurance, employment or credit repair services"
Epsilon > Epsilon Niches > Zone of Contentment,2,"May not be used to establish creditworthiness or eligibility for credit, insurance, employment or credit repair services"
"Epsilon > Financials > First Mortgage Amount > 0 to $100,000",2,Use Restriction Applied by Acxiom - Financial or Political Data
"Epsilon > Financials > First Mortgage Amount > $100,000 to $199,000",2,Use Restriction Applied by Acxiom - Financial or Political Data
"Epsilon > Financials > First Mortgage Amount > $200,000 to $299,000",2,Use Restriction Applied by Acxiom - Financial or Political Data
"Epsilon > Financials > First Mortgage Amount > $300,000 to $399,000",2,Use Restriction Applied by Acxiom - Financial or Political Data
"Epsilon > Financials > First Mortgage Amount > $400,000 to $499,000",2,Use Restriction Applied by Acxiom - Financial or Political Data
"Epsilon > Financials > First Mortgage Amount > $500,000 to $749,000",2,Use Restriction Applied by Acxiom - Financial or Political Data
"Epsilon > Financials > First Mortgage Amount > $750,000+",2,Use Restriction Applied by Acxiom - Financial or Political Data
Epsilon > Financials > Net Worth > Less than $25k,2,Use Restriction Applied by Acxiom - Financial or Political Data
"Epsilon > Financials > Net Worth > $25,000 - $49,999",2,Use Restriction Applied by Acxiom - Financial or Political Data
"Epsilon > Financials > Net Worth > $50,000 - $74,999",2,Use Restriction Applied by Acxiom - Financial or Political Data
"Epsilon > Financials > Net Worth > $75,000 - $99,999",2,Use Restriction Applied by Acxiom - Financial or Political Data
"Epsilon > Financials > Net Worth > $100,000 - $149,999",2,Use Restriction Applied by Acxiom - Financial or Political Data
"Epsilon > Financials > Net Worth > $150,000 - $249,999",2,Use Restriction Applied by Acxiom - Financial or Political Data
"Epsilon > Financials > Net Worth > $250,000 - $499,999",2,Use Restriction Applied by Acxiom - Financial or Political Data
"Epsilon > Financials > Net Worth > $500,000 - $749,999",2,Use Restriction Applied by Acxiom - Financial or Political Data
"Epsilon > Financials > Net Worth > $750,000 - $999,999",2,Use Restriction Applied by Acxiom - Financial or Political Data
"Epsilon > Financials > Net Worth > $1,000,000 or more",2,Use Restriction Applied by Acxiom - Financial or Political Data
Epsilon > Financials > Pays All Bills on Time > Most Likely,2,Use Restriction Applied by Acxiom - Financial or Political Data
Epsilon > Financials > Pays All Bills on Time > More Than Likely,2,Use Restriction Applied by Acxiom - Financial or Political Data
Epsilon > Financials > Pays All Bills on Time > Average,2,Use Restriction Applied by Acxiom - Financial or Political Data
Epsilon > Financials > Pays All Bills on Time > Unlikely,2,Use Restriction Applied by Acxiom - Financial or Political Data
"Epsilon > Financials > Second Mortgage Amount > 0 to $49,999",2,Use Restriction Applied by Acxiom - Financial or Political Data
"Epsilon > Financials > Second Mortgage Amount > $50,000 to $99,999",2,Use Restriction Applied by Acxiom - Financial or Political Data
"Epsilon > Financials > Second Mortgage Amount > $100,000 to $199,999",2,Use Restriction Applied by Acxiom - Financial or Political Data
"Epsilon > Financials > Second Mortgage Amount > $200,000 to $299,999",2,Use Restriction Applied by Acxiom - Financial or Political Data
"Epsilon > Financials > Second Mortgage Amount > $300,000 to $399,999",2,Use Restriction Applied by Acxiom - Financial or Political Data
"Epsilon > Financials > Second Mortgage Amount > $400,000 to $499,999",2,Use Restriction Applied by Acxiom - Financial or Political Data
"Epsilon > Financials > Second Mortgage Amount > $500,000 to $749,999",2,Use Restriction Applied by Acxiom - Financial or Political Data
"Epsilon > Financials > Second Mortgage Amount > $750,000+",2,Use Restriction Applied by Acxiom - Financial or Political Data
"Epsilon > Financials > Total Cash & Investment Resources > < $25,000",2,Use Restriction Applied by Acxiom - Financial or Political Data
"Epsilon > Financials > Total Cash & Investment Resources > $25,000 - $99,999",2,Use Restriction Applied by Acxiom - Financial or Political Data
"Epsilon > Financials > Total Cash & Investment Resources > $100,000 - $499,999",2,Use Restriction Applied by Acxiom - Financial or Political Data
"Epsilon > Financials > Total Cash & Investment Resources > $500,000+",2,Use Restriction Applied by Acxiom - Financial or Political Data
Epsilon > Home & Real Estate > Home Equity Available > Positive Equity,2,"May not be used to establish creditworthiness or eligibility for credit, insurance, employment or credit repair services"
Epsilon > Home & Real Estate > Home Equity Available > Zero or Negative Equity,2,"May not be used to establish creditworthiness or eligibility for credit, insurance, employment or credit repair services"
Epsilon > Home & Real Estate > Home Purchase Price > $0 - $100k,2,Use Restriction Applied by Acxiom - Financial or Political Data
"Epsilon > Home & Real Estate > Home Purchase Price > $101,000 - $200,000",2,Use Restriction Applied by Acxiom - Financial or Political Data
"Epsilon > Home & Real Estate > Home Purchase Price > $201,000 - $300,000",2,Use Restriction Applied by Acxiom - Financial or Political Data
"Epsilon > Home & Real Estate > Home Purchase Price > $301,000 - $400,000",2,Use Restriction Applied by Acxiom - Financial or Political Data
"Epsilon > Home & Real Estate > Home Purchase Price > $401,000 - $500,000",2,Use Restriction Applied by Acxiom - Financial or Political Data
"Epsilon > Home & Real Estate > Home Purchase Price > $501,000 - $1,000,000",2,Use Restriction Applied by Acxiom - Financial or Political Data
"Epsilon > Home & Real Estate > Home Purchase Price > $1,000,000+",2,Use Restriction Applied by Acxiom - Financial or Political Data
"Epsilon > Home & Real Estate > Home Market Value > $101,000 - $200,000",2,Use Restriction Applied by Acxiom - Financial or Political Data
"Epsilon > Home & Real Estate > Home Market Value > $201,000 - $300,000",2,Use Restriction Applied by Acxiom - Financial or Political Data
"Epsilon > Home & Real Estate > Home Market Value > $301,000 - $400,000",2,Use Restriction Applied by Acxiom - Financial or Political Data
"Epsilon > Home & Real Estate > Home Market Value > $401,000 - $500,000",2,Use Restriction Applied by Acxiom - Financial or Political Data
"Epsilon > Home & Real Estate > Home Market Value > $501,000 - $1,000,000",2,Use Restriction Applied by Acxiom - Financial or Political Data
"Epsilon > Home & Real Estate > Home Market Value > < $100,000",2,Use Restriction Applied by Acxiom - Financial or Political Data
"Epsilon > Home & Real Estate > Home Market Value > $1,000,000+",2,Use Restriction Applied by Acxiom - Financial or Political Data
TruSignal > Demographics > Generation > Millennial $60K + Income,2,Use Restriction Applied by Acxiom - Financial or Political Data
Bridge Marketing > Lifestyle & Interests > Food & Restaurants > Wine Enthusiasts,3,Use restrictions applied by acxiom - Legacy Data
Bridge Marketing > Lifestyle & Interests > Gaming > Casino Gamers,3,Use restrictions applied by acxiom - Legacy Data
Bridge Marketing > Life Stages > Family Status > Dad to be,3,Use restrictions applied by acxiom - Legacy Data
Bridge Marketing > Life Stages > Family Status > Mom to be,3,Use restrictions applied by acxiom - Legacy Data
Bridge Marketing > Life Stages > Family Status > Parents to Be,3,Use restrictions applied by acxiom - Legacy Data
GOP DataTrust > DT_18-29 > 0,2,Use Restriction Applied by Acxiom - Financial or Political Data
GOP DataTrust > DT_18-29 > 1,2,Use Restriction Applied by Acxiom - Financial or Political Data
GOP DataTrust > DT_2012_Democratic_General_Voters > 0,2,Use Restriction Applied by Acxiom - Financial or Political Data
GOP DataTrust > DT_2012_Democratic_General_Voters > 1,2,Use Restriction Applied by Acxiom - Financial or Political Data
GOP DataTrust > DT_2012_Democratic_Primary_Voters > 0,2,Use Restriction Applied by Acxiom - Financial or Political Data
GOP DataTrust > DT_2012_Democratic_Primary_Voters > 1,2,Use Restriction Applied by Acxiom - Financial or Political Data
GOP DataTrust > DT_2012_General_Voters > 0,2,Use Restriction Applied by Acxiom - Financial or Political Data
GOP DataTrust > DT_2012_General_Voters > 1,2,Use Restriction Applied by Acxiom - Financial or Political Data
GOP DataTrust > DT_2012_Independent_General_Voters > 0,2,Use Restriction Applied by Acxiom - Financial or Political Data
GOP DataTrust > DT_2012_Independent_General_Voters > 1,2,Use Restriction Applied by Acxiom - Financial or Political Data
GOP DataTrust > DT_2012_Independent_Primary_Voters > 0,2,Use Restriction Applied by Acxiom - Financial or Political Data
GOP DataTrust > DT_2012_Independent_Primary_Voters > 1,2,Use Restriction Applied by Acxiom - Financial or Political Data
GOP DataTrust > DT_2012_Primary_Voters > 0,2,Use Restriction Applied by Acxiom - Financial or Political Data
GOP DataTrust > DT_2012_Primary_Voters > 1,2,Use Restriction Applied by Acxiom - Financial or Political Data
Data Trust > DT_2012_Republican_General_Voters > 0,2,Use Restriction Applied by Acxiom - Financial or Political Data
GOP DataTrust > DT_2012_Republican_General_Voters > 1,2,Use Restriction Applied by Acxiom - Financial or Political Data
GOP DataTrust > DT_2012_Republican_Primary_Voters > 0,2,Use Restriction Applied by Acxiom - Financial or Political Data
GOP DataTrust > DT_2012_Republican_Primary_Voters > 1,2,Use Restriction Applied by Acxiom - Financial or Political Data
GOP DataTrust > DT_2014_Democratic_General_Voters > 0,2,Use Restriction Applied by Acxiom - Financial or Political Data
GOP DataTrust > DT_2014_Democratic_General_Voters > 1,2,Use Restriction Applied by Acxiom - Financial or Political Data
GOP DataTrust > DT_2014_Democratic_Primary_Voters > 0,2,Use Restriction Applied by Acxiom - Financial or Political Data
GOP DataTrust > DT_2014_Democratic_Primary_Voters > 1,2,Use Restriction Applied by Acxiom - Financial or Political Data
GOP DataTrust > DT_2014_General_Voters > 0,2,Use Restriction Applied by Acxiom - Financial or Political Data
GOP DataTrust > DT_2014_General_Voters > 1,2,Use Restriction Applied by Acxiom - Financial or Political Data
GOP DataTrust > DT_2014_Independent_General_Voters > 0,2,Use Restriction Applied by Acxiom - Financial or Political Data
GOP DataTrust > DT_2014_Independent_General_Voters > 1,2,Use Restriction Applied by Acxiom - Financial or Political Data
GOP DataTrust > DT_2014_Independent_Primary_Voters > 0,2,Use Restriction Applied by Acxiom - Financial or Political Data
GOP DataTrust > DT_2014_Independent_Primary_Voters > 1,2,Use Restriction Applied by Acxiom - Financial or Political Data
GOP DataTrust > DT_2014_Primary_Voters > 0,2,Use Restriction Applied by Acxiom - Financial or Political Data
GOP DataTrust > DT_2014_Primary_Voters > 1,2,Use Restriction Applied by Acxiom - Financial or Political Data
GOP DataTrust > DT_2014_Republican_General_Voters > 0,2,Use Restriction Applied by Acxiom - Financial or Political Data
GOP DataTrust > DT_2014_Republican_General_Voters > 1,2,Use Restriction Applied by Acxiom - Financial or Political Data
GOP DataTrust > DT_2014_Republican_Primary_Voters > 0,2,Use Restriction Applied by Acxiom - Financial or Political Data
GOP DataTrust > DT_2014_Republican_Primary_Voters > 1,2,Use Restriction Applied by Acxiom - Financial or Political Data
GOP DataTrust > DT_30-44 > 0,2,Use Restriction Applied by Acxiom - Financial or Political Data
GOP DataTrust > DT_30-44 > 1,2,Use Restriction Applied by Acxiom - Financial or Political Data
